stnId,tm,avgTa,minTa,maxTa,sumRn,maxWs,avgWs,ddMes
108,2019-05-17,23.6,17.6,28.3,0.0,3.2,1.2,0.0
108,2019-05-18,22.8,19.1,25.9,0.0,4.8,2.1,0.0
108,2019-05-19,19.4,17.9,21.6,22.0,2.7,1.2,0.0
108,2019-05-20,16.4,13.0,20.2,8.7,6.1,3.4,0.0
108,2019-05-21,17.2,11.7,23.8,0.0,5.9,2.9,0.0
108,2019-05-22,19.5,12.3,26.5,0.0,5.4,2.4,0.0
108,2019-05-23,22.1,15.0,29.2,0.0,3.5,1.7,0.0
108,2019-05-24,24.2,16.2,33.4,0.0,4.1,1.7,0.0
108,2019-05-25,23.4,18.4,28.6,0.0,4.2,1.6,0.0
108,2019-05-26,24.5,18.6,31.1,0.0,4.5,1.8,0.0
108,2019-05-27,17.8,14.3,22.3,7.1,5.3,2.4,0.0
108,2019-05-28,18.1,11.9,24.6,0.0,4.9,2.6,0.0
108,2019-05-29,20.3,13.3,26.5,0.0,4.9,2.0,0.0
108,2019-05-30,19.6,14.6,24.5,0.0,5.4,2.4,0.0
108,2019-05-31,19.1,16.1,23.3,0.0,5.4,2.8,0.0
108,2019-06-01,18.9,14.8,23.7,0.0,4.2,1.9,0.0
108,2019-06-02,21.1,14.1,27.8,0.0,4.6,1.7,0.0
108,2019-06-03,23.1,16.0,29.5,0.0,5.0,1.8,0.0
108,2019-06-04,22.6,17.6,29.0,0.0,4.4,2.2,0.0
108,2019-06-05,23.0,17.8,29.6,0.0,4.3,1.8,0.0
108,2019-06-06,21.2,18.6,25.1,7.5,4.1,1.2,0.0
108,2019-06-07,20.0,17.0,24.7,35.3,3.5,1.9,0.0
108,2019-06-08,21.9,16.0,27.6,0.0,4.0,1.4,0.0
108,2019-06-09,21.6,17.1,26.5,2.5,4.0,1.8,0.0
108,2019-06-10,18.4,15.7,21.9,9.5,2.4,1.6,0.0
108,2019-06-11,20.5,15.5,26.1,0.0,3.0,1.4,0.0
108,2019-06-12,21.5,16.1,26.4,0.0,4.6,1.8,0.0
108,2019-06-13,23.0,16.6,28.8,0.0,4.0,1.7,0.0
108,2019-06-14,23.0,19.1,28.4,0.0,4.2,1.8,0.0
108,2019-06-15,21.9,17.9,27.4,2.1,5.3,2.4,0.0
108,2019-06-16,22.0,16.1,27.2,0.0,4.7,1.6,0.0
108,2019-06-17,21.7,18.1,26.2,0.0,4.1,2.3,0.0
108,2019-06-18,20.8,17.0,24.8,13.8,4.0,1.5,0.0
108,2019-06-19,21.4,18.9,25.4,0.2,4.1,1.9,0.0
108,2019-06-20,22.7,19.8,27.8,0.0,4.2,1.9,0.0
108,2019-06-21,22.1,19.4,26.1,0.2,3.7,1.7,0.0
108,2019-06-22,24.2,17.7,30.6,0.0,2.9,1.5,0.0
108,2019-06-23,25.0,19.1,31.0,0.0,4.4,1.8,0.0
108,2019-06-24,25.2,20.9,30.9,0.0,4.1,2.0,0.0
108,2019-06-25,25.6,19.5,32.8,0.0,4.2,1.6,0.0
108,2019-06-26,25.5,20.7,29.5,0.0,3.1,1.3,0.0
108,2019-06-27,25.5,21.9,31.2,1.4,3.5,1.4,0.0
108,2019-06-28,24.7,22.3,29.0,0.0,3.8,1.7,0.0
108,2019-06-29,23.1,19.6,27.7,1.5,3.2,1.2,0.0
108,2019-06-30,23.9,20.9,28.5,0.0,4.5,2.3,0.0
108,2019-07-01,23.9,20.6,28.9,0.0,5.2,2.3,0.0
108,2019-07-02,24.4,20.8,30.1,0.0,4.3,2.3,0.0
108,2019-07-03,24.1,21.2,27.4,0.0,3.8,1.7,0.0
108,2019-07-04,25.4,20.0,32.8,0.0,4.5,1.9,0.0
108,2019-07-05,27.6,20.2,35.0,0.0,4.3,1.5,0.0
108,2019-07-06,29.7,24.6,36.1,0.0,3.9,1.7,0.0
108,2019-07-07,26.7,22.7,32.5,0.0,3.3,2.2,0.0
108,2019-07-08,25.1,21.2,31.0,0.0,3.3,2.0,0.0
108,2019-07-09,25.0,19.7,30.0,0.0,3.1,1.8,0.0
108,2019-07-10,22.7,19.3,27.3,8.5,3.3,2.0,0.0
108,2019-07-11,21.9,19.5,25.9,2.9,2.8,1.3,0.0
108,2019-07-12,23.6,20.0,28.7,0.0,4.4,2.0,0.0
108,2019-07-13,24.9,22.1,29.7,0.0,3.9,1.7,0.0
108,2019-07-14,25.9,21.2,31.6,0.0,3.8,1.6,0.0
108,2019-07-15,23.8,22.1,27.4,7.7,3.0,1.1,0.0
108,2019-07-16,24.7,21.4,28.8,6.3,3.4,1.3,0.0
108,2019-07-17,25.6,22.3,29.2,0.7,2.9,1.2,0.0
108,2019-07-18,26.9,23.3,32.1,0.0,3.2,1.2,0.0
108,2019-07-19,28.6,22.8,35.0,0.0,4.6,1.5,0.0
108,2019-07-20,28.0,25.1,31.9,1.1,3.6,2.1,0.0
108,2019-07-21,25.1,24.2,27.0,6.2,4.4,2.2,0.0
108,2019-07-22,26.7,24.2,31.0,0.1,3.6,2.2,0.0
108,2019-07-23,28.1,24.4,32.9,0.0,3.6,1.7,0.0
108,2019-07-24,26.5,25.2,27.2,1.0,3.4,1.6,0.0
108,2019-07-25,26.3,25.6,27.4,9.7,3.4,1.2,0.0
108,2019-07-26,25.1,23.7,25.9,60.0,4.5,1.7,0.0
108,2019-07-27,28.4,24.9,33.4,0.6,3.9,1.3,0.0
108,2019-07-28,26.1,25.0,28.2,25.6,4.8,2.2,0.0
108,2019-07-29,27.5,25.6,30.0,0.5,5.0,2.6,0.0
108,2019-07-30,28.1,26.3,30.8,1.2,5.9,3.4,0.0
108,2019-07-31,25.8,24.0,27.5,62.3,5.3,2.2,0.0
108,2019-08-01,26.3,23.5,30.1,26.9,4.6,1.7,0.0
108,2019-08-02,28.4,24.7,33.1,0.0,3.0,1.2,0.0
108,2019-08-03,29.4,25.6,36.0,3.0,4.5,1.3,0.0
108,2019-08-04,28.3,25.0,34.4,8.6,3.3,1.2,0.0
108,2019-08-05,30.5,25.6,35.9,0.0,3.2,1.1,0.0
108,2019-08-06,31.6,27.9,36.8,0.0,2.8,1.5,0.0
108,2019-08-07,26.9,23.9,30.3,8.0,2.8,1.2,0.0
108,2019-08-08,28.9,25.9,32.7,0.0,3.6,1.6,0.0
108,2019-08-09,29.8,26.0,34.6,0.0,4.1,1.3,0.0
108,2019-08-10,31.5,26.6,36.5,0.0,3.4,1.5,0.0
108,2019-08-11,30.4,26.3,35.7,6.7,4.1,2.5,0.0
108,2019-08-12,26.6,24.8,28.5,56.2,2.3,1.3,0.0
108,2019-08-13,29.2,25.1,35.3,6.4,4.7,1.5,0.0
108,2019-08-14,30.4,25.9,35.7,0.0,3.1,1.5,0.0
108,2019-08-15,25.9,23.9,28.6,16.2,2.7,1.3,0.0
108,2019-08-16,25.9,23.0,29.5,0.1,5.0,2.2,0.0
108,2019-08-17,25.9,23.4,28.8,0.0,4.6,2.5,0.0
108,2019-08-18,25.6,22.6,30.7,0.0,3.2,1.7,0.0
108,2019-08-19,26.3,21.2,31.3,0.0,2.7,1.1,0.0
108,2019-08-20,28.2,23.2,32.8,0.0,3.2,1.5,0.0
108,2019-08-21,27.0,24.4,30.4,1.3,3.2,1.2,0.0
108,2019-08-22,26.9,23.0,31.4,0.0,4.4,1.7,0.0
108,2019-08-23,26.2,22.7,30.5,0.0,4.4,2.1,0.0
108,2019-08-24,24.1,21.5,27.3,0.0,3.5,1.5,0.0
108,2019-08-25,25.0,20.2,29.9,0.0,4.0,1.5,0.0
108,2019-08-26,26.4,21.5,32.1,0.0,4.0,1.2,0.0
108,2019-08-27,25.7,22.2,29.3,20.0,2.5,1.0,0.0
108,2019-08-28,26.1,23.6,30.2,0.0,4.3,1.9,0.0
108,2019-08-29,23.4,20.1,26.4,36.9,7.5,2.2,0.0
108,2019-08-30,22.6,19.5,27.0,0.2,5.0,2.4,0.0
108,2019-08-31,23.5,18.5,28.9,0.0,4.7,1.9,0.0
108,2019-09-01,23.7,19.2,27.8,0.0,2.9,1.4,0.0
108,2019-09-02,24.4,19.4,29.7,0.0,3.5,1.6,0.0
108,2019-09-03,24.1,22.0,28.0,0.0,3.8,2.3,0.0
108,2019-09-04,22.8,21.2,25.5,22.7,4.5,2.5,0.0
108,2019-09-05,23.0,21.5,27.6,36.4,5.0,2.0,0.0
108,2019-09-06,25.3,21.6,29.1,2.4,3.4,2.1,0.0
108,2019-09-07,25.7,22.6,29.5,2.8,11.8,6.0,0.0
108,2019-09-08,24.7,22.9,27.3,0.0,4.8,1.9,0.0
108,2019-09-09,25.1,22.4,28.0,0.0,3.6,1.7,0.0
108,2019-09-10,23.8,22.1,26.5,63.2,4.0,2.4,0.0
108,2019-09-11,24.3,20.4,28.7,7.6,4.7,3.1,0.0
108,2019-09-12,21.0,18.7,22.9,3.9,4.8,2.6,0.0
108,2019-09-13,23.3,18.3,29.3,0.1,3.5,1.7,0.0
108,2019-09-14,22.4,20.8,24.1,0.3,2.9,1.2,0.0
108,2019-09-15,24.2,19.5,30.0,0.0,4.1,1.7,0.0
108,2019-09-16,24.5,20.7,30.5,0.0,4.5,2.1,0.0
108,2019-09-17,23.5,18.0,29.0,0.0,4.4,2.1,0.0
108,2019-09-18,21.0,16.0,25.4,0.0,4.9,3.1,0.0
108,2019-09-19,19.5,13.6,26.0,0.0,4.3,1.9,0.0
108,2019-09-20,19.6,15.8,24.2,0.0,3.5,2.1,0.0
108,2019-09-21,19.6,18.3,22.1,0.0,3.7,2.0,0.0
108,2019-09-22,18.6,17.3,19.6,0.4,6.4,3.8,0.0
108,2019-09-23,20.0,16.9,24.6,0.0,5.0,2.2,0.0
108,2019-09-24,19.8,13.9,26.5,0.0,3.5,1.8,0.0
108,2019-09-25,20.9,14.8,27.4,0.0,3.0,1.4,0.0
108,2019-09-26,22.9,17.7,29.0,0.0,3.3,1.9,0.0
108,2019-09-27,22.9,19.6,27.0,0.0,3.1,1.9,0.0
108,2019-09-28,23.7,19.4,29.2,0.0,3.3,1.7,0.0
108,2019-09-29,22.6,17.9,28.6,0.0,4.0,1.7,0.0
108,2019-09-30,22.4,16.4,29.9,0.0,3.4,1.6,0.0
108,2019-10-01,23.1,17.6,28.2,0.0,4.4,1.8,0.0
108,2019-10-02,21.6,20.0,24.2,23.1,5.5,3.0,0.0
108,2019-10-03,22.4,19.8,27.3,4.6,4.9,2.8,0.0
108,2019-10-04,22.4,18.0,27.8,0.0,3.9,2.1,0.0
108,2019-10-05,18.7,14.7,21.9,0.6,4.6,2.9,0.0
108,2019-10-06,18.1,13.2,22.7,0.0,4.8,2.9,0.0
108,2019-10-07,14.8,13.3,17.9,25.4,3.6,1.8,0.0
108,2019-10-08,14.7,10.6,19.8,0.0,6.2,2.6,0.0
108,2019-10-09,13.6,7.7,20.4,0.0,3.8,1.7,0.0
108,2019-10-10,15.2,10.7,19.8,0.0,2.8,1.3,0.0
108,2019-10-11,18.8,13.0,26.1,0.0,4.9,1.9,0.0
108,2019-10-12,17.9,13.3,23.3,0.0,6.7,3.5,0.0
108,2019-10-13,17.2,12.1,23.8,0.0,4.1,1.9,0.0
108,2019-10-14,14.4,9.5,19.6,0.0,5.1,2.5,0.0
108,2019-10-15,14.5,8.8,20.4,0.0,4.3,1.6,0.0
108,2019-10-16,14.6,9.0,20.8,0.0,3.6,1.6,0.0
108,2019-10-17,15.4,11.2,21.6,0.0,3.5,1.7,0.0
108,2019-10-18,17.0,12.0,22.7,0.0,4.3,2.4,0.0
108,2019-10-19,17.0,12.1,23.1,0.0,3.7,1.8,0.0
108,2019-10-20,16.5,12.0,22.9,0.0,3.0,1.3,0.0
108,2019-10-21,17.1,10.9,24.6,0.0,2.4,1.0,0.0
108,2019-10-22,18.1,13.3,24.4,0.0,3.3,1.6,0.0
108,2019-10-23,17.0,14.3,20.7,0.0,4.4,2.4,0.0
108,2019-10-24,18.3,15.3,23.8,0.0,5.1,2.7,0.0
108,2019-10-25,16.7,13.1,22.0,0.0,5.6,2.4,0.0
108,2019-10-26,10.0,6.6,14.9,0.0,5.2,2.5,0.0
108,2019-10-27,11.0,4.7,17.4,0.0,4.2,1.6,0.0
108,2019-10-28,12.9,7.4,17.7,1.7,4.7,2.5,0.0
108,2019-10-29,12.5,8.2,17.6,0.1,5.2,2.3,0.0
108,2019-10-30,11.2,5.0,17.7,0.0,3.8,1.6,0.0
108,2019-10-31,14.8,8.4,19.7,0.0,5.2,2.3,0.0
108,2019-11-01,14.9,11.4,20.5,0.0,3.9,1.8,0.0
108,2019-11-02,13.6,8.3,18.7,0.0,2.9,1.5,0.0
108,2019-11-03,14.7,9.4,22.1,0.0,4.7,2.1,0.0
108,2019-11-04,13.8,9.2,20.3,0.0,3.7,2.1,0.0
108,2019-11-05,12.4,8.4,18.4,0.0,3.8,1.6,0.0
108,2019-11-06,11.0,6.3,16.5,0.0,4.4,1.8,0.0
108,2019-11-07,9.2,5.0,13.6,0.0,5.3,2.7,0.0
108,2019-11-08,6.8,1.1,13.0,0.0,4.4,1.9,0.0
108,2019-11-09,9.5,3.5,17.2,0.0,4.2,1.6,0.0
108,2019-11-10,10.0,6.2,15.3,11.8,3.8,2.1,0.0
108,2019-11-11,11.2,7.9,15.1,1.1,4.8,2.4,0.0
108,2019-11-12,9.3,4.8,14.5,0.0,2.7,1.4,0.0
108,2019-11-13,7.2,3.0,11.3,7.5,6.0,2.8,0.0
108,2019-11-14,1.3,-2.5,5.0,0.0,5.8,2.9,0.0
108,2019-11-15,5.6,1.4,7.6,18.8,3.5,2.0,0.0
108,2019-11-16,6.8,3.8,12.7,0.0,3.0,1.6,0.0
108,2019-11-17,8.3,5.6,10.5,21.1,6.4,3.1,0.0
108,2019-11-18,4.6,0.4,12.7,14.7,7.0,3.9,0.0
108,2019-11-19,0.2,-3.5,4.0,0.0,5.8,2.8,0.0
108,2019-11-20,0.5,-4.6,6.3,0.0,4.6,1.8,0.0
108,2019-11-21,4.2,-2.3,9.0,0.0,4.2,1.9,0.0
108,2019-11-22,9.7,3.0,17.3,0.0,4.8,2.1,0.0
108,2019-11-23,12.1,7.7,17.7,0.0,3.6,1.8,0.0
108,2019-11-24,9.8,4.6,15.6,3.8,6.0,2.2,0.0
108,2019-11-25,1.9,-1.2,6.0,0.0,5.9,2.7,0.0
108,2019-11-26,6.6,1.2,13.7,0.0,4.5,2.0,0.0
108,2019-11-27,3.1,0.3,6.8,0.0,4.6,2.7,0.0
108,2019-11-28,3.5,-0.6,10.4,0.0,4.3,2.0,0.0
108,2019-11-29,1.5,-3.4,6.9,0.0,4.0,2.0,0.0
108,2019-11-30,4.1,-1.4,9.3,0.0,3.4,1.7,0.0
108,2019-12-01,4.6,2.3,6.2,3.3,4.1,1.6,0.0
108,2019-12-02,-0.1,-3.2,2.8,0.0,6.2,3.1,0.0
108,2019-12-03,0.5,-5.0,4.2,0.6,3.6,1.6,0.0
108,2019-12-04,2.0,-2.0,7.2,0.0,4.4,1.8,0.0
108,2019-12-05,-4.4,-8.5,-0.2,0.0,6.0,3.2,0.0
108,2019-12-06,-5.9,-10.6,-1.0,0.0,3.8,1.7,0.0
108,2019-12-07,-2.4,-5.5,1.2,0.1,3.1,1.7,0.0
108,2019-12-08,-0.9,-5.5,4.9,0.0,3.2,1.4,0.0
108,2019-12-09,3.2,-1.3,8.0,0.0,3.9,2.5,0.0
108,2019-12-10,8.1,6.0,10.8,1.7,3.5,1.2,0.0
108,2019-12-11,6.3,0.1,9.8,0.2,7.2,3.4,0.0
108,2019-12-12,-0.7,-3.5,3.4,0.0,4.2,1.8,0.0
108,2019-12-13,2.1,-3.7,5.9,1.0,4.3,2.0,0.0
108,2019-12-14,2.7,-0.1,6.4,0.0,5.3,2.3,0.0
108,2019-12-15,5.3,0.4,11.0,0.0,3.6,2.0,0.0
108,2019-12-16,7.8,2.1,12.9,0.0,3.2,1.9,0.0
108,2019-12-17,7.7,3.2,10.2,9.8,4.5,2.3,0.0
108,2019-12-18,0.8,-1.7,5.2,0.0,4.2,2.5,0.0
108,2019-12-19,-0.8,-4.5,3.1,0.0,4.8,2.4,0.0
108,2019-12-20,-1.1,-3.5,2.0,0.0,3.9,2.3,0.0
108,2019-12-21,-1.2,-5.1,1.5,0.6,2.9,1.7,0.0
108,2019-12-22,4.1,0.3,8.4,0.3,3.5,1.7,0.0
108,2019-12-23,3.4,0.3,5.2,2.9,4.2,2.0,0.0
108,2019-12-24,0.8,-2.9,6.5,0.0,3.1,1.4,0.0
108,2019-12-25,2.0,-2.7,6.6,0.0,3.2,1.0,0.0
108,2019-12-26,2.0,-2.4,4.1,0.3,5.2,2.4,0.0
108,2019-12-27,-1.7,-4.6,2.6,0.0,4.3,2.1,0.0
108,2019-12-28,1.1,-3.6,6.1,0.0,3.7,2.0,0.0
108,2019-12-29,3.8,1.1,6.2,1.4,4.4,2.9,0.0
108,2019-12-30,2.7,-5.7,6.8,0.4,7.4,2.9,0.0
108,2019-12-31,-7.9,-10.9,-4.5,0.0,7.5,3.1,0.0
108,2020-01-01,-2.2,-6.5,0.3,0.1,2.6,0.6,0.0
108,2020-01-02,1.0,-0.7,3.8,0.0,4.0,1.2,0.0
108,2020-01-03,-0.1,-3.4,4.6,0.0,3.5,1.7,0.0
108,2020-01-04,1.2,-2.8,6.1,0.0,4.5,1.9,0.0
108,2020-01-05,1.3,-3.2,6.6,0.0,2.9,1.1,0.0
108,2020-01-06,3.1,0.6,4.6,1.8,5.4,3.1,0.0
108,2020-01-07,6.3,4.2,7.7,46.3,6.3,4.0,0.0
108,2020-01-08,2.4,-0.4,8.9,11.6,6.3,3.3,0.0
108,2020-01-09,-1.2,-3.1,2.0,0.0,4.3,2.3,0.0
108,2020-01-10,-0.6,-4.3,4.2,0.0,3.7,1.5,0.0
108,2020-01-11,-0.1,-2.6,3.9,0.0,4.8,1.9,0.0
108,2020-01-12,-1.0,-3.5,2.8,0.0,4.1,2.4,0.0
108,2020-01-13,-2.9,-4.7,0.2,0.0,4.9,2.3,0.0
108,2020-01-14,-2.3,-5.7,2.6,0.0,3.3,1.6,0.0
108,2020-01-15,-2.7,-6.4,2.2,0.0,4.5,1.9,0.0
108,2020-01-16,-1.7,-5.5,3.2,0.0,4.4,1.6,0.0
108,2020-01-17,-0.6,-4.8,4.9,0.0,3.8,1.5,0.0
108,2020-01-18,0.3,-4.1,5.9,0.0,4.2,1.8,0.0
108,2020-01-19,1.9,-0.4,5.3,0.6,6.1,2.2,0.3
108,2020-01-20,0.7,-3.3,5.5,0.0,5.7,2.5,0.0
108,2020-01-21,-0.4,-5.6,5.5,0.0,3.5,1.4,0.0
108,2020-01-22,3.0,-0.1,7.8,0.0,3.2,1.7,0.0
108,2020-01-23,4.6,0.0,9.9,0.0,4.7,2.0,0.0
108,2020-01-24,2.8,-1.3,7.4,0.0,3.7,1.7,0.0
108,2020-01-25,4.3,0.6,8.8,0.0,3.9,1.5,0.0
108,2020-01-26,5.5,-0.2,11.9,0.0,6.1,2.7,0.0
108,2020-01-27,5.9,4.8,7.5,0.1,7.0,4.6,0.0
108,2020-01-28,6.8,4.3,9.9,0.0,5.4,2.6,0.0
108,2020-01-29,6.0,3.2,9.6,0.0,3.6,2.1,0.0
108,2020-01-30,5.2,1.4,10.4,0.0,3.0,1.8,0.0
108,2020-01-31,3.9,1.4,8.9,0.0,4.4,2.3,0.0
108,2020-02-01,2.6,-1.2,7.6,0.0,4.7,1.7,0.0
108,2020-02-02,1.5,-2.1,5.3,0.0,4.7,1.8,0.0
108,2020-02-03,-0.4,-2.9,3.0,0.0,5.7,3.1,0.0
108,2020-02-04,-1.6,-6.0,3.9,1.7,6.2,2.8,0.8
108,2020-02-05,-8.3,-11.0,-4.9,0.0,5.5,3.3,0.7
108,2020-02-06,-6.4,-11.8,0.4,0.0,4.0,1.9,0.0
108,2020-02-07,-1.7,-7.2,2.2,0.0,3.5,2.0,0.0
108,2020-02-08,-0.1,-2.3,3.7,0.0,5.3,3.0,0.0
108,2020-02-09,-0.5,-5.6,4.1,0.0,4.4,2.0,0.0
108,2020-02-10,4.0,-0.7,9.6,0.0,4.2,1.7,0.0
108,2020-02-11,6.8,-0.5,14.6,0.0,3.6,1.6,0.0
108,2020-02-12,7.4,6.5,8.2,6.7,5.0,2.2,0.0
108,2020-02-13,6.5,4.9,8.7,0.0,3.2,1.7,0.0
108,2020-02-14,8.1,3.2,14.7,0.0,3.0,1.2,0.0
108,2020-02-15,9.8,6.2,15.6,2.0,5.0,2.7,0.0
108,2020-02-16,-1.4,-4.3,7.7,13.4,6.6,4.0,3.9
108,2020-02-17,-5.9,-7.1,-3.9,1.0,5.6,3.4,5.5
108,2020-02-18,-4.1,-8.3,1.3,0.0,4.1,2.3,2.0
108,2020-02-19,1.0,-4.4,6.4,0.0,3.2,1.5,0.0
108,2020-02-20,4.6,-0.6,10.8,0.0,3.3,1.7,0.0
108,2020-02-21,6.7,2.1,10.9,4.2,5.3,2.2,0.0
108,2020-02-22,4.0,0.0,7.9,3.1,8.2,4.0,0.0
108,2020-02-23,2.5,-2.5,8.0,0.0,4.2,2.0,0.0
108,2020-02-24,7.0,0.8,12.2,0.0,3.4,1.6,0.0
108,2020-02-25,6.7,4.7,9.4,16.6,6.8,4.2,0.0
108,2020-02-26,6.4,2.8,10.4,0.0,4.0,2.1,0.0
108,2020-02-27,6.1,1.3,12.5,0.0,4.4,2.0,0.0
108,2020-02-28,4.5,3.6,5.9,3.9,4.2,1.4,0.0
108,2020-02-29,7.7,4.5,13.0,0.5,4.2,1.7,0.0
108,2020-03-01,5.8,3.2,10.1,0.2,4.7,2.0,0.0
108,2020-03-02,3.4,0.0,7.6,0.0,4.9,2.7,0.0
108,2020-03-03,4.8,0.3,10.5,0.0,4.7,2.6,0.0
108,2020-03-04,2.2,-1.3,4.6,0.0,6.8,3.7,0.0
108,2020-03-05,1.4,-2.8,6.3,0.0,4.1,2.5,0.0
108,2020-03-06,3.7,-2.5,10.1,0.0,3.6,1.6,0.0
108,2020-03-07,7.0,1.3,14.2,0.0,4.1,2.0,0.0
108,2020-03-08,9.3,2.3,16.9,0.0,4.6,1.6,0.0
108,2020-03-09,11.1,4.8,17.6,0.0,4.5,1.8,0.0
108,2020-03-10,6.4,3.2,10.8,11.8,5.3,2.8,0.0
108,2020-03-11,3.8,0.0,8.3,0.0,5.5,3.3,0.0
108,2020-03-12,6.8,0.2,13.3,0.0,5.4,2.5,0.0
108,2020-03-13,4.9,-0.1,8.7,0.5,5.4,3.3,0.0
108,2020-03-14,3.6,-2.7,8.6,0.0,6.8,3.0,0.0
108,2020-03-15,4.0,0.2,8.5,0.0,7.8,3.6,0.0
108,2020-03-16,3.6,-2.1,9.1,0.0,5.2,2.8,0.0
108,2020-03-17,6.6,3.1,12.3,0.0,5.2,2.1,0.0
108,2020-03-18,10.0,2.7,17.0,0.0,4.4,1.8,0.0
108,2020-03-19,9.1,5.8,12.1,0.0,8.2,4.8,0.0
108,2020-03-20,8.8,3.1,14.0,0.0,6.6,3.1,0.0
108,2020-03-21,12.8,7.9,19.5,0.0,5.1,2.0,0.0
108,2020-03-22,11.0,6.1,16.5,0.0,5.6,3.0,0.0
108,2020-03-23,10.6,5.4,17.0,0.0,4.8,1.9,0.0
108,2020-03-24,11.4,5.3,17.9,0.0,4.0,1.8,0.0
108,2020-03-25,12.5,6.1,19.2,0.0,5.3,1.9,0.0
108,2020-03-26,14.8,8.1,20.6,1.8,5.3,1.9,0.0
108,2020-03-27,11.9,6.7,15.8,2.0,5.8,3.3,0.0
108,2020-03-28,7.7,4.5,12.8,0.0,5.5,3.2,0.0
108,2020-03-29,8.7,1.3,16.1,0.0,4.6,2.0,0.0
108,2020-03-30,10.2,4.3,16.9,0.0,4.1,1.8,0.0
108,2020-03-31,11.9,4.7,18.6,0.0,4.4,2.0,0.0
108,2020-04-01,11.3,6.0,17.4,0.0,7.3,3.7,0.0
108,2020-04-02,9.3,3.4,15.5,0.0,5.5,2.3,0.0
108,2020-04-03,10.0,5.3,16.3,0.0,5.7,2.7,0.0
108,2020-04-04,8.9,5.0,13.3,0.0,6.3,3.4,0.0
108,2020-04-05,7.2,1.9,13.7,0.0,5.4,2.8,0.0
108,2020-04-06,9.3,2.9,16.1,0.0,5.9,2.4,0.0
108,2020-04-07,10.6,6.0,16.8,0.0,5.1,2.5,0.0
108,2020-04-08,9.4,5.2,14.2,0.0,5.9,3.5,0.0
108,2020-04-09,8.9,4.3,14.7,0.0,5.7,2.8,0.0
108,2020-04-10,10.7,5.8,16.8,0.0,4.1,2.4,0.0
108,2020-04-11,9.9,6.2,16.0,0.0,4.9,2.5,0.0
108,2020-04-12,9.9,4.4,15.6,0.0,7.4,3.8,0.0
108,2020-04-13,12.4,4.3,20.4,0.0,5.5,3.1,0.0
108,2020-04-14,13.0,7.6,19.6,0.0,5.3,2.4,0.0
108,2020-04-15,13.2,7.2,20.2,0.0,5.6,2.2,0.0
108,2020-04-16,16.0,8.9,23.8,0.0,4.5,2.3,0.0
108,2020-04-17,12.5,10.4,15.4,6.5,4.8,2.4,0.0
108,2020-04-18,13.5,8.5,19.6,0.0,4.8,2.6,0.0
108,2020-04-19,12.3,9.5,15.5,10.3,5.2,2.7,0.0
108,2020-04-20,10.0,7.6,13.1,0.1,6.8,3.3,0.0
108,2020-04-21,7.4,4.8,10.4,0.0,8.9,4.4,0.0
108,2020-04-22,6.0,4.1,8.3,0.0,6.4,4.0,0.0
108,2020-04-23,7.9,2.9,12.8,0.0,7.9,3.7,0.0
108,2020-04-24,9.9,4.1,14.3,0.0,8.2,3.9,0.0
108,2020-04-25,13.1,9.9,17.1,0.0,7.8,3.9,0.0
108,2020-04-26,12.3,6.8,19.0,0.0,6.5,3.2,0.0
108,2020-04-27,12.9,8.7,18.3,0.0,5.5,2.8,0.0
108,2020-04-28,13.9,7.8,19.9,0.0,5.5,3.0,0.0
108,2020-04-29,14.9,9.3,21.0,0.0,5.2,2.6,0.0
108,2020-04-30,17.1,9.3,23.4,0.0,5.9,2.7,0.0
108,2020-05-01,20.2,16.4,26.2,0.0,5.5,2.7,0.0
108,2020-05-02,20.3,18.0,23.9,0.0,4.6,2.3,0.0
